"_id","car_name","description","image","__v"
6417b43c4c04cf0d1051c343,Honda Civic,The Honda Civic (Japanese: ホンダ・シビック, Hepburn: Honda Shibikku) is a series of automobiles manufactured by Honda since 1972. Since 2000, the Civic has been categorized as a compact car, while previously it occupied the subcompact class.[by whom?] As of 2021[update], the Civic is positioned between the Honda Fit/City and Honda Accord in Honda's global car line-up.\n,https://cimg1.ibsrv.net/ibimg/hgm/1920x1080-1/100/609/2017-honda-civic-sdn_100609665.jpg,0
